City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
127,moose factory,51.2585,-80.6094,-15.0,85,75,1.03,CA,1675916839
128,chuy,-33.6971,-53.4616,21.56,93,32,3.22,UY,1675916714
129,changping,40.2186,116.2197,1.8,64,100,2.54,CN,1675916840
130,wilmington,34.2257,-77.9447,12.95,90,0,0.0,US,1675916601
131,abalak,58.1286,68.5944,-15.39,99,99,2.11,RU,1675916842
132,hami,42.8,93.45,3.24,38,100,1.91,CN,1675916698
133,hofn,64.2539,-15.2082,-4.57,47,0,7.03,IS,1675916764
134,morehead,37.2711,-87.1764,16.55,91,75,4.12,US,1675916849
135,omboue,-1.5746,9.2618,25.52,89,75,2.66,GA,1675916719
136,zima,53.9202,102.0442,-13.36,90,100,0.55,RU,1675916661
137,sinnamary,5.3833,-52.95,23.99,90,99,4.73,GF,1675916853
138,ust-tsilma,65.441,52.1498,-3.45,78,95,5.39,RU,1675916853
139,atar,20.5169,-13.0499,21.01,21,100,0.94,MR,1675916727
140,pitangueiras,-21.0094,-48.2217,22.29,96,19,1.37,BR,1675916854
141,crixas,-14.5489,-49.9692,22.12,89,49,0.86,BR,1675916855
142,fare,-16.7,-151.0167,27.45,72,7,3.39,PF,1675916855
143,pilar,-9.5972,-35.9567,21.96,86,89,0.68,BR,1675916856
144,nemuro,43.3236,145.575,-6.34,76,56,9.77,JP,1675916829
145,mar del plata,-38.0023,-57.5575,19.97,92,0,0.89,AR,1675916772
146,sioux lookout,50.1001,-91.917,-0.96,69,100,2.06,CA,1675916857
147,mana,5.6592,-53.7767,24.13,89,100,4.23,GF,1675916847
148,katsuura,35.1333,140.3,8.76,38,79,4.33,JP,1675916692
149,port alfred,-33.5906,26.891,19.54,98,100,1.63,ZA,1675916858
150,mount gambier,-37.8333,140.7667,26.15,35,0,3.58,AU,1675916640
151,namibe,-15.1961,12.1522,20.53,76,98,2.82,AO,1675916859
152,kaeo,-35.1,173.7833,24.62,53,82,1.89,NZ,1675916859
153,callaway,30.153,-85.5699,18.32,94,0,3.09,US,1675916860
154,egvekinot,66.3167,-179.1667,-25.95,96,100,2.14,RU,1675916860
155,rocha,-34.4833,-54.3333,20.91,81,20,3.47,UY,1675916861
156,necochea,-38.5473,-58.7368,17.4,86,0,2.91,AR,1675916753
157,fortuna,40.5982,-124.1573,6.51,92,75,0.0,US,1675916861
158,norman wells,65.282,-126.8329,-23.98,70,75,0.0,CA,1675916683
159,saldanha,-33.0117,17.9442,18.46,79,20,3.57,ZA,1675916775
160,longyearbyen,78.2186,15.6401,-7.09,79,100,6.17,SJ,1675916585
161,comodoro rivadavia,-45.8667,-67.5,25.92,29,0,8.23,AR,1675916863
162,saint-francois,46.4154,3.9054,-7.31,100,3,0.0,FR,1675916864
163,penzance,50.1186,-5.5371,8.38,91,100,5.3,GB,1675916692
164,celestun,20.8667,-90.4,25.97,64,58,5.91,MX,1675916754
165,mathbaria,22.2876,89.9593,27.08,46,0,2.12,BD,1675916865
166,riyadh,24.6877,46.7219,10.08,48,56,5.01,SA,1675916864
167,antalaha,-14.9003,50.2788,24.27,87,57,2.28,MG,1675916866
168,meulaboh,4.1363,96.1285,28.76,66,79,1.28,ID,1675916718
169,wanning,18.8003,110.3967,26.16,69,50,2.92,CN,1675916866
170,westport,41.1415,-73.3579,5.67,68,0,0.45,US,1675916774
171,polewali,-3.4324,119.3435,30.58,59,99,1.77,ID,1675916867
172,ambilobe,-13.2,49.05,24.0,91,78,1.02,MG,1675916868
173,nueva guinea,11.6876,-84.4562,20.66,97,26,3.36,NI,1675916869
174,takoradi,4.8845,-1.7554,25.51,88,77,2.51,GH,1675916688
175,nushki,29.5542,66.0215,17.52,44,85,7.52,PK,1675916869
176,vestmannaeyjar,63.4427,-20.2734,-1.4,57,100,15.07,IS,1675916741
177,san rafael,-34.6177,-68.3301,25.82,37,35,2.35,AR,1675916870
178,avera,33.194,-82.5271,15.31,79,100,3.42,US,1675916760
179,la brea,15.8,-85.9667,21.3,87,0,2.24,HN,1675916871
180,tuy hoa,13.0833,109.3,26.47,77,90,3.13,VN,1675916871
181,kahului,20.8947,-156.47,24.36,72,40,8.75,US,1675916579
182,port blair,11.6667,92.75,28.02,69,40,3.6,IN,1675916698
183,victoria,22.2855,114.1577,22.03,81,96,5.36,HK,1675916650
184,sulangan,11.1373,123.7228,26.29,80,100,6.7,PH,1675916632
185,amberley,39.2048,-84.428,10.24,93,100,3.09,US,1675916873
186,puerto asis,0.5133,-76.5007,22.59,92,83,0.92,CO,1675916873
187,saint george,37.1041,-113.5841,10.53,50,0,3.09,US,1675916703
188,yar-sale,66.8333,70.8333,-12.92,96,94,4.72,RU,1675916874
189,sidi ali,36.0998,0.4206,8.52,86,5,4.28,DZ,1675916875
190,winchester,51.0651,-1.3187,2.6,92,20,2.24,GB,1675916717
191,nabire,-3.3667,135.4833,24.46,88,99,1.35,ID,1675916875
192,vardo,70.3705,31.1107,1.99,75,99,16.46,NO,1675916757
193,aguililla,18.7333,-102.7333,17.01,84,32,2.73,MX,1675916876
194,mmathubudukwane,-24.6,26.4333,19.13,86,100,1.23,BW,1675916877
195,lahat,-3.8,103.5333,30.44,47,99,1.51,ID,1675916877
196,loandjili,-4.7561,11.8578,25.41,89,77,2.45,CG,1675916878
197,okhotsk,59.3833,143.3,-25.11,80,20,6.18,RU,1675916752
198,esperance,-33.8667,121.9,21.02,64,29,5.89,AU,1675916662
199,kapaa,22.0752,-159.319,25.99,73,40,9.26,US,1675916864
200,laguna,38.421,-121.4238,11.84,77,0,0.0,US,1675916879
201,oranjestad,12.524,-70.027,25.97,84,20,8.23,AW,1675916879
202,cap-aux-meules,47.3821,-61.8597,-4.99,93,100,11.83,CA,1675916880
203,tiksi,71.6872,128.8694,-39.37,98,59,2.35,RU,1675916768
204,bilibino,68.0546,166.4372,-41.5,98,66,0.64,RU,1675916640
205,ahipara,-35.1667,173.1667,20.85,56,27,4.47,NZ,1675916881
206,guasdualito,7.2424,-70.7324,25.74,61,46,0.81,VE,1675916881
207,butaritari,3.0707,172.7902,27.42,82,65,9.15,KI,1675916696
208,nouadhibou,20.931,-17.0347,16.99,63,100,2.06,MR,1675916882
209,ostrovnoy,68.0531,39.5131,0.16,85,100,17.88,RU,1675916604
210,port lincoln,-34.7333,135.8667,27.94,47,0,2.88,AU,1675916834
211,florida,28.7505,-82.5001,18.99,75,0,0.0,US,1675916883
212,kloulklubed,7.0419,134.2556,28.28,75,100,5.68,PW,1675916884
213,margate,51.3813,1.3862,3.16,85,95,0.45,GB,1675916720
214,husavik,66.0449,-17.3389,-5.1,93,52,7.62,IS,1675916884
215,gat,31.61,34.7642,8.55,100,77,2.46,IL,1675916664
216,hasaki,35.7333,140.8333,10.68,37,8,7.94,JP,1675916641
217,barra da estiva,-13.6261,-41.3269,16.96,72,16,1.47,BR,1675916885
218,san jose de rio tinto,14.9333,-85.7,25.76,97,1,1.42,HN,1675916886
219,paita,-5.0892,-81.1144,24.33,79,83,3.33,PE,1675916886
220,leningradskiy,69.3833,178.4167,-27.68,97,100,2.55,RU,1675916888
221,sungairaya,0.7,108.9,29.63,67,94,1.97,ID,1675916888
222,barberton,-25.7884,31.0532,20.65,97,100,0.55,ZA,1675916889
223,galle,6.0367,80.217,27.4,74,44,1.66,LK,1675916889
224,mugla,37.2303,28.3557,-6.12,74,29,2.7,TR,1675916890
225,bang saphan,11.2126,99.5117,30.18,59,71,2.38,TH,1675916890
226,lincoln,40.8,-96.667,5.63,57,75,2.57,US,1675916856
227,coffeyville,37.0373,-95.6164,4.25,93,100,7.2,US,1675916864
228,shellbrook,53.2168,-106.4011,-12.43,98,55,2.01,CA,1675916892
229,honiara,-9.4333,159.95,29.81,67,53,2.56,SB,1675916892
230,tifton,31.4505,-83.5085,17.94,72,90,3.68,US,1675916893
231,dingzhou,38.5131,114.9956,1.06,88,100,1.91,CN,1675916893
232,southbridge,42.0751,-72.0334,4.06,66,32,0.89,US,1675916894
233,mandalay,21.9747,96.0836,27.2,23,0,1.66,MM,1675916894
234,ulladulla,-35.35,150.4667,21.53,88,100,5.57,AU,1675916895
235,okha,53.5739,142.9478,-26.51,89,91,7.14,RU,1675916895
236,nederland,29.9744,-93.9924,10.99,87,0,3.6,US,1675916896
237,havre,49.5833,0.3333,0.11,93,13,0.51,FR,1675916896
238,tralee,52.2704,-9.7026,3.97,74,6,0.79,IE,1675916897
239,balykshi,47.0667,51.8667,-21.0,77,5,2.0,KZ,1675916897
240,mandeville,18.0417,-77.5071,17.28,92,3,1.91,JM,1675916848
241,lasa,46.6166,10.7002,-5.35,70,32,0.8,IT,1675916898
242,katobu,-4.9408,122.5276,24.55,92,100,1.4,ID,1675916898
243,weymouth,42.2209,-70.9398,3.88,70,20,3.6,US,1675916899
244,sorong,-0.8833,131.25,25.98,84,100,1.94,ID,1675916769
245,mahebourg,-20.4081,57.7,28.16,74,75,7.2,MU,1675916900
246,lagoa,39.05,-27.9833,13.59,73,100,5.57,PT,1675916813
247,naples,40.8333,14.25,7.64,63,0,4.63,IT,1675916628
248,cidreira,-30.1811,-50.2056,24.49,83,24,8.46,BR,1675916632
249,ouargaye,11.5033,0.0572,24.76,15,29,4.3,BF,1675916901
250,dicabisagan,17.0818,122.4157,27.08,63,80,3.01,PH,1675916901
251,naze,28.3667,129.4833,17.51,69,100,7.75,JP,1675916685
252,tongchuan,35.0806,109.0897,2.36,83,93,0.71,CN,1675916902
253,cockburn town,21.4612,-71.1419,24.79,77,9,11.12,TC,1675916796
254,bani walid,31.7566,13.9942,10.44,69,12,12.37,LY,1675916903
255,shingu,33.7333,135.9833,11.72,34,56,1.57,JP,1675916742
256,komsomolskiy,40.4272,71.7189,4.4,75,75,2.06,UZ,1675916899
257,matamoros,25.5333,-103.25,14.06,33,20,0.0,MX,1675916904
258,touros,-5.1989,-35.4608,26.01,81,13,5.0,BR,1675916642
259,tolisa,44.8818,18.3201,-6.6,81,6,2.48,BA,1675916905
260,brest,52.1,23.7,-7.02,86,87,2.0,BY,1675916905
261,lorengau,-2.0226,147.2712,28.72,67,100,4.53,PG,1675916906
262,ambulu,-8.345,113.6058,29.61,67,90,1.26,ID,1675916906
263,asau,46.4333,26.4,-15.4,87,10,2.17,RO,1675916700
264,elat,29.5581,34.9482,7.91,76,76,1.54,IL,1675916907
265,fort-shevchenko,44.5086,50.263,-7.05,90,14,7.17,KZ,1675916908
266,tarakan,3.3,117.6333,30.72,62,40,3.09,ID,1675916908
267,vila velha,-20.3297,-40.2925,25.97,87,40,2.57,BR,1675916909
268,mnogovershinnyy,53.9353,139.9242,-25.51,73,24,2.14,RU,1675916909
269,sitka,57.0531,-135.33,3.94,65,100,5.14,US,1675916855
270,arraial do cabo,-22.9661,-42.0278,23.92,88,0,1.03,BR,1675916910
271,dakar,14.6937,-17.4441,23.49,73,96,8.87,SN,1675916910
272,codrington,-38.2667,141.9667,21.29,59,2,5.16,AU,1675916911
273,dayong,25.0209,118.2898,17.99,80,95,1.21,CN,1675916911
274,auki,-8.7676,160.7034,29.34,69,99,1.91,SB,1675916749
275,thinadhoo,0.5333,72.9333,27.32,72,100,3.0,MV,1675916837
276,upernavik,72.7868,-56.1549,-34.6,84,2,3.81,GL,1675916912
277,severo-kurilsk,50.6789,156.125,-4.79,56,87,9.83,RU,1675916913
278,bonavista,48.6499,-53.1147,-2.95,86,100,7.17,CA,1675916914
279,kodarma,24.4667,85.6,20.81,29,0,2.45,IN,1675916914
280,nome,64.5011,-165.4064,-17.96,78,100,3.09,US,1675916915
281,houma,29.5958,-90.7195,22.0,94,100,7.15,US,1675916915
282,rondonopolis,-16.4708,-54.6356,23.55,91,97,0.74,BR,1675916916
283,misratah,32.3754,15.0925,12.48,76,33,13.75,LY,1675916916
284,kavaratti,10.5669,72.642,26.36,70,100,1.73,IN,1675916735
285,isangel,-19.55,169.2667,26.09,88,100,4.09,VU,1675916917
286,jacqueville,5.2052,-4.4146,26.0,89,73,2.8,CI,1675916917
287,fairbanks,64.8378,-147.7164,-15.22,85,20,0.0,US,1675916626
288,tura,25.5198,90.2201,22.98,39,48,1.31,IN,1675916775
289,shetpe,44.1667,52.1167,-7.63,79,59,6.62,KZ,1675916918
290,kaseda,31.4167,130.3167,12.97,65,100,4.99,JP,1675916919
291,launceston,-41.45,147.1667,20.8,49,100,4.63,AU,1675916919
292,makakilo city,21.3469,-158.0858,24.18,57,0,5.66,US,1675916915
293,cap malheureux,-19.9842,57.6142,27.48,75,15,4.02,MU,1675916920
294,villa bruzual,9.3328,-69.1208,25.19,66,87,3.39,VE,1675916920
295,ewa beach,21.3156,-158.0072,24.97,59,0,5.66,US,1675916921
296,te anau,-45.4167,167.7167,15.83,38,41,1.38,NZ,1675916673
297,dwarka,22.2394,68.9678,22.48,61,19,1.87,IN,1675916921
298,obera,-27.4871,-55.1199,23.75,37,85,0.7,AR,1675916871
299,gaomi,36.3833,119.7528,6.17,40,100,2.58,CN,1675916922
300,grindavik,63.8424,-22.4338,-4.03,68,75,9.77,IS,1675916897
301,lobatse,-25.2167,25.6667,16.29,87,100,1.35,BW,1675916923
302,vryburg,-26.9566,24.7284,15.17,91,95,2.23,ZA,1675916923
303,yaan,7.3833,8.5667,23.73,37,100,2.01,NG,1675916924
304,south sioux city,42.4739,-96.4136,3.22,77,0,3.09,US,1675916925
305,saint-pierre,-21.3393,55.4781,27.82,65,0,3.6,RE,1675916925
306,povenets,62.8487,34.8262,1.14,87,100,7.62,RU,1675916925
307,coquimbo,-29.9533,-71.3436,17.85,88,75,2.57,CL,1675916441
308,carahue,-38.7,-73.1667,13.53,99,11,0.55,CL,1675916926
309,yumen,40.2833,97.2,0.48,39,11,4.47,CN,1675916724
310,ugoofaaru,5.6667,73.0,26.72,71,58,2.0,MV,1675916927
311,acajutla,13.5928,-89.8275,25.09,72,0,3.17,SV,1675916927
312,biskamzha,53.4497,89.5272,-12.14,94,94,0.39,RU,1675916928
313,savannah bight,16.45,-85.85,26.26,81,0,10.93,HN,1675916928
314,iqaluit,63.7506,-68.5145,-33.15,68,0,11.32,CA,1675916848
315,georgetown,5.4112,100.3354,29.96,78,20,2.06,MY,1675916833
316,vao,-22.6667,167.4833,26.16,81,100,6.2,NC,1675916804
317,puerto colombia,10.9878,-74.9547,26.05,77,6,13.65,CO,1675916906
318,tanout,14.9709,8.8879,16.93,22,75,5.12,NE,1675916669
319,castro,-24.7911,-50.0119,16.21,95,12,2.39,BR,1675916689
320,padilla,3.2204,-76.3139,20.76,88,98,1.52,CO,1675916930
321,yatou,37.15,122.3833,5.24,48,100,3.71,CN,1675916931
322,dehloran,32.6941,47.2679,7.43,58,19,2.63,IR,1675916931
323,monrovia,6.3005,-10.7969,22.87,85,88,1.81,LR,1675916863
324,faya,18.3851,42.4509,8.29,60,39,1.73,SA,1675916932
325,beitbridge,-22.2167,30.0,23.38,79,58,4.4,ZW,1675916932
326,hondo,32.45,130.2,11.01,59,100,3.6,JP,1675916933
327,port shepstone,-30.7414,30.455,22.01,80,100,9.12,ZA,1675916933
328,kununurra,-15.7667,128.7333,34.99,46,10,5.14,AU,1675916934
329,glasgow,55.8652,-4.2576,5.12,81,75,9.26,GB,1675916934
330,klyuchi,52.2667,79.1667,-20.43,100,97,1.75,RU,1675916935
331,umm kaddadah,13.6017,26.6876,13.33,19,89,6.61,SD,1675916935
332,new york,40.7143,-74.006,8.3,59,0,2.06,US,1675916423
333,uhlove,44.8215,33.6045,-3.32,82,73,9.17,UA,1675916936
334,zandvoort,52.3749,4.5341,1.66,74,0,3.09,NL,1675916937
335,novyy urengoy,66.0833,76.6333,-17.11,97,94,5.87,RU,1675916938
336,muisne,0.6,-80.0333,25.1,86,15,1.49,EC,1675916802
337,provideniya,64.3833,-173.3,-20.94,59,100,4.0,RU,1675916687
338,carballo,43.213,-8.691,6.59,93,0,1.81,ES,1675916820
339,marsabit,2.3284,37.9899,17.42,67,7,5.49,KE,1675916939
340,pemba,-12.974,40.5178,23.92,86,100,3.98,MZ,1675916939
341,rabat,33.9911,-6.8401,11.69,95,6,0.0,MA,1675916940
342,yerbogachen,61.2767,108.0108,-17.29,94,100,1.65,RU,1675916785
343,tautira,-17.7333,-149.15,26.85,74,4,2.97,PF,1675916940
344,touho,-20.7833,165.2333,27.37,79,99,2.06,NC,1675916941
345,nara,34.6851,135.8049,8.87,39,58,4.39,JP,1675916834
